,年份,月份,測站,平均,最高/日期,最低/日期,降水量(毫米),最大十分鐘風,最大瞬間風,相對溼度平均,最小相對溼度/日期,氣壓(百帕),降水日數(天),日照時數(小時)
1925,2014,9,新屋,29.3,33.2/29,24.6/18,46.5,15.5/230.0/14,24.6/220.0/14,80,52/23,1004.7,4,261.9
1926,2014,9,新竹,29.9,35.6/1,24.1/18,62.7,6.2/180.0/18,14.6/270.0/2,74,47/23,1004.0,6,241.3
1927,2014,9,臺中,28.9,35.1/1,23.6/31,278.3,4.8/180.0/10,11.6/160.0/18,76,41/23,998.1,12,172.9
1928,2014,9,梧棲,29.0,34.3/1,24.7/18,219.9,8.7/210.0/13,15.4/180.0/13,78,51/23,1004.7,12,240.4
1929,2014,9,日月潭,23.2,31.0/16,18.7/18,239.5,5.6/140.0/18,9.4/140.0/18,87,59/28,899.0,19,134.4
1930,2014,9,嘉義,28.9,35.1/1,23.4/21,253.0,9.1/260.0/18,17.1/130.0/30,80,50/19,1004.3,18,209.4
1931,2014,9,阿里山,14.9,22.3/4,10.1/21,447.7,6.1/320.0/29,18.0/320.0/29,92,54/28,764.2,25,102.2
1932,2014,9,玉山,8.6,20.1/23,3.9/20,141.3,15.7/170.0/19,23.1/250.0/13,76,28/22,642.5,19,167.5
1933,2014,9,臺南,29.0,33.9/28,24.3/20,682.1,8.5/230.0/19,14.1/200.0/19,80,54/23,1005.2,18,204.9
1934,2014,9,高雄,29.1,34.1/18,24.8/13,902.0,7.2/170.0/4,14.8/200.0/18,79,59/23,1007.5,18,209.2
1935,2014,9,恆春,28.7,33.8/28,24.3/23,426.5,7.6/280.0/1,15.2/270.0/1,84,55/25,1005.8,16,197.7
1936,2014,9,宜蘭,28.9,35.1/1,24.4/24,137.0,9.0/100.0/26,13.9/100.0/26,78,52/2,1006.7,8,230.5
1937,2014,9,蘇澳,29.1,33.6/3,25.3/24,31.7,9.8/150.0/29,13.7/180.0/18,76,55/23,1004.4,7,254.8
1938,2014,9,花蓮,29.1,35.1/15,24.5/21,23.0,10.0/180.0/19,15.4/170.0/19,78,54/15,1005.3,6,280.8
1939,2014,9,成功,28.4,35.1/2,24.0/23,184.4,11.0/190.0/19,16.3/190.0/19,79,56/2,1002.8,8,248.4
1940,2014,9,臺東,29.7,35.2/1,24.8/21,145.5,5.1/20.0/21,11.1/200.0/13,75,51/20,1006.2,8,302.1
1941,2014,9,大武,29.1,36.0/2,24.1/23,85.7,6.3/190.0/13,14.1/210.0/13,75,47/20,1006.6,10,260.1
1942,2014,9,蘭嶼,26.0,30.5/15,23.1/18,110.0,20.7/240.0/1,32.7/250.0/1,87,63/15,971.6,15,155.5
1943,2014,9,馬祖,28.5,34.4/1,23.3/28,76.4,10.5/200.0/14,20.4/210.0/14,81,56/24,996.2,14,229.9
1944,2014,9,金門,28.9,35.5/1,24.9/29,115.1,9.5/190.0/19,18.4/210.0/19,82,61/29,1003.7,5,247.2
1945,2014,9,澎湖,28.6,33.7/31,24.6/19,62.3,7.8/270.0/12,13.4/260.0/12,83,61/23,1006.6,7,264.6
1946,2014,9,東吉島,28.2,32.8/31,24.6/19,120.3,12.8/220.0/13,17.2/220.0/13,81,64/27,1002.9,8,260.7
1947,2014,10,彭佳嶼,27.5,32.5/13,22.7/29,72.2,30.8/110.0/21,44.9/120.0/21,85,66/3,998.1,8,258.3
1948,2014,10,基隆,28.7,36.8/16,22.9/29,141.4,10.9/150.0/21,21.7/140.0/21,74,47/21,1005.8,14,216.6
1949,2014,10,臺北,29.7,37.8/16,23.7/29,198.9,9.8/100.0/15,20.2/90.0/15,71,43/5,1007.8,7,201.9
1950,2014,10,鞍部,22.9,29.7/17,18.4/29,359.0,12.1/110.0/21,30.5/100.0/21,84,45/30,918.6,13,144.5
1951,2014,10,竹子湖,24.7,31.0/16,19.8/29,232.0,6.5/20.0/14,16.8/300.0/22,80,52/30,942.0,11,198.3
1952,2014,10,淡水,28.9,36.2/20,22.0/29,70.5,8.6/140.0/15,22.0/150.0/21,73,42/30,1006.6,4,247.8
1953,2014,10,(原板橋),29.6,37.5/17,22.7/29,185.0,7.8/60.0/15,18.6/60.0/15,69,43/21,1007.1,7,196.8
1954,2014,10,新屋,28.9,37.9/15,22.4/29,29.5,13.7/30.0/20,20.8/30.0/20,78,46/29,1006.0,2,273.9
1955,2014,10,新竹,29.6,38.8/19,23.2/28,55.0,6.9/50.0/14,16.9/80.0/14,72,40/19,1005.2,4,241.8
1956,2014,10,臺中,29.2,36.5/15,23.7/22,47.0,4.9/350.0/21,10.3/250.0/22,74,47/15,998.8,8,183.6
1957,2014,10,梧棲,29.1,34.9/15,24.0/22,24.5,12.2/350.0/21,18.6/360.0/20,78,52/15,1005.5,4,249.6
1958,2014,10,日月潭,23.6,33.0/15,19.0/14,127.0,6.0/70.0/15,13.2/60.0/15,86,40/15,899.7,12,142.0
1959,2014,10,嘉義,28.8,35.5/15,24.1/24,105.8,6.9/250.0/23,10.5/10.0/21,79,53/1,1005.2,7,211.8
1960,2014,10,阿里山,15.1,25.2/1,8.7/30,272.9,7.4/350.0/21,14.1/270.0/22,89,31/18,764.8,19,121.0
1961,2014,10,玉山,8.6,20.5/18,2.9/30,157.5,29.0/130.0/15,41.0/110.0/15,75,33/27,643.0,16,158.6
1962,2014,10,臺南,29.5,34.5/15,24.3/22,88.0,11.0/360.0/21,20.1/360.0/21,77,55/26,1005.8,10,209.3
1963,2014,10,高雄,29.5,37.6/15,24.6/21,172.0,10.6/340.0/21,19.7/330.0/21,78,45/15,1008.0,10,222.0
1964,2014,10,恆春,28.9,34.5/6,24.2/21,427.5,12.9/280.0/21,28.3/140.0/21,74,47/4,1006.4,10,230.9
1965,2014,10,宜蘭,28.0,34.9/16,21.5/29,348.6,10.6/40.0/21,18.1/160.0/15,79,47/21,1008.7,10,210.8
1966,2014,10,蘇澳,28.3,33.5/16,22.4/29,349.2,15.1/280.0/21,27.8/280.0/21,78,45/21,1006.4,11,228.3
1967,2014,10,花蓮,28.5,34.3/14,23.5/30,177.5,11.4/350.0/21,19.5/340.0/21,78,48/29,1007.2,8,248.1
1968,2014,10,成功,28.0,34.0/6,22.9/29,281.8,11.7/130.0/21,25.1/210.0/22,78,56/19,1004.4,11,227.4
1969,2014,10,臺東,29.2,33.8/13,24.0/21,261.5,7.6/120.0/21,22.5/360.0/21,75,51/30,1007.8,10,264.6
1970,2014,10,大武,28.6,34.6/22,23.4/21,406.7,13.6/120.0/21,23.2/110.0/21,78,54/22,1007.9,11,223.2
1971,2014,10,蘭嶼,25.9,30.9/7,22.4/19,175.7,37.4/200.0/21,58.9/200.0/21,86,67/24,972.8,11,184.8
1972,2014,10,馬祖,27.5,33.9/13,22.4/21,32.5,11.9/20.0/21,27.0/10.0/21,80,55/23,999.3,8,197.9
1973,2014,10,金門,28.7,36.5/19,23.0/22,1.6,7.1/60.0/15,15.8/70.0/15,75,47/19,1006.2,2,239.6
1974,2014,10,澎湖,29.1,34.2/6,24.8/22,17.8,11.1/10.0/21,22.5/360.0/21,78,57/9,1007.8,5,266.0
1975,2014,10,東吉島,28.3,33.7/8,24.5/22,43.7,20.1/350.0/21,26.1/350.0/21,80,65/10,1003.9,5,281.6
1976,2014,11,彭佳嶼,23.8,28.9/26,19.6/16,3.6,17.7/340.0/12,23.5/340.0/12,72,48/16,1004.0,4,208.6
1977,2014,11,基隆,24.3,31.6/20,17.2/16,27.5,10.4/10.0/10,17.1/10.0/10,70,48/16,1012.3,17,98.8
1978,2014,11,臺北,24.7,33.7/21,17.5/16,25.5,7.3/80.0/27,14.7/80.0/27,71,51/16,1013.9,6,125.3
1979,2014,11,鞍部,18.0,27.2/20,12.8/15,226.0,12.4/260.0/11,24.3/250.0/11,85,44/21,923.0,17,79.1
1980,2014,11,竹子湖,19.5,28.7/20,13.3/14,255.5,7.4/20.0/27,17.3/290.0/10,80,53/21,946.8,13,135.4
1981,2014,11,淡水,23.8,31.3/30,15.1/16,49.5,5.8/360.0/22,14.0/10.0/22,72,44/16,1013.2,7,162.4
1982,2014,11,(原板橋),24.5,33.5/21,18.3/16,42.8,6.9/70.0/16,15.4/60.0/27,68,41/21,1013.9,9,106.4
1983,2014,11,新屋,24.1,31.1/29,18.2/16,18.9,14.3/40.0/27,21.1/40.0/6,73,47/7,1012.4,6,206.0
1984,2014,11,新竹,24.7,31.6/21,18.7/16,63.3,7.5/70.0/8,17.6/70.0/27,70,44/16,1011.2,5,228.7
1985,2014,11,臺中,25.6,33.7/21,18.8/15,0.0,7.2/360.0/11,16.5/20.0/11,65,41/21,1003.6,0,256.1
1986,2014,11,梧棲,24.4,29.9/3,17.1/16,T,16.5/360.0/11,26.9/10.0/10,73,46/21,1010.6,0,266.5
1987,2014,11,日月潭,20.9,30.0/20,15.5/15,T,2.5/180.0/1,3.6/110.0/6,80,44/20,902.7,0,188.2
1988,2014,11,嘉義,24.8,33.1/21,17.5/15,0.0,8.0/20.0/11,15.8/10.0/11,74,45/17,1009.9,0,254.5
1989,2014,11,阿里山,12.2,20.7/31,2.6/14,2.2,3.7/170.0/16,7.5/90.0/12,81,29/15,765.9,2,177.9
1990,2014,11,玉山,7.8,20.6/5,0.4/11,15.8,11.2/250.0/18,14.7/70.0/10,49,12/7,643.4,3,282.9
1991,2014,11,臺南,26.4,32.9/10,20.3/15,1.5,8.0/30.0/11,14.8/20.0/11,69,42/16,1010.4,1,277.0
1992,2014,11,高雄,27.2,33.0/11,22.5/16,0.0,6.6/340.0/12,10.8/320.0/12,70,50/18,1012.6,0,268.6
1993,2014,11,恆春,26.7,32.1/2,22.6/16,47.0,10.7/30.0/28,22.5/40.0/22,63,42/17,1010.9,5,258.6
1994,2014,11,宜蘭,23.6,31.0/21,16.5/16,54.2,9.9/310.0/12,17.1/300.0/12,77,41/12,1014.9,14,107.0
1995,2014,11,蘇澳,24.1,29.8/21,17.0/16,151.6,8.1/80.0/22,19.8/90.0/22,74,45/12,1012.5,14,109.0
1996,2014,11,花蓮,25.1,32.6/11,17.8/16,33.0,11.3/40.0/10,21.0/10.0/10,71,40/7,1012.5,4,156.7
1997,2014,11,成功,25.3,31.5/11,18.3/17,42.8,10.9/30.0/10,19.4/30.0/6,70,43/7,1009.5,13,168.4
1998,2014,11,臺東,26.2,31.8/10,19.8/16,16.2,6.6/40.0/6,16.6/30.0/6,69,42/16,1013.1,6,213.7
1999,2014,11,大武,26.3,31.8/21,19.2/17,12.1,7.8/40.0/6,17.6/30.0/6,69,43/8,1013.0,5,194.6
2000,2014,11,蘭嶼,23.6,29.3/12,20.3/15,101.9,28.6/10.0/10,40.8/10.0/9,78,57/6,976.3,15,150.6
2001,2014,11,馬祖,22.9,30.9/12,19.1/15,4.0,9.2/80.0/27,17.7/80.0/27,69,36/12,1006.4,3,198.4
2002,2014,11,金門,24.4,33.1/10,18.9/16,0.4,7.6/60.0/27,17.3/70.0/27,63,31/12,1012.7,1,211.9
2003,2014,11,澎湖,25.6,30.6/2,22.0/15,T,10.9/30.0/6,21.9/30.0/7,70,45/16,1012.9,0,251.0
2004,2014,11,東吉島,25.2,30.8/1,22.3/17,0.0,18.4/20.0/11,25.5/20.0/11,71,51/21,1008.5,0,282.6
2005,2014,12,彭佳嶼,15.6,23.1/10,8.8/17,112.1,19.1/360.0/4,30.3/360.0/4,70,46/29,1011.5,15,67.0
2006,2014,12,基隆,16.3,24.8/3,10.4/30,237.9,13.5/10.0/8,19.7/10.0/8,71,46/29,1019.9,17,50.5
2007,2014,12,臺北,16.5,24.9/3,11.0/17,86.8,7.7/70.0/6,15.9/90.0/6,70,40/29,1019.5,14,60.5
2008,2014,12,鞍部,9.7,19.2/3,2.5/17,323.2,12.8/360.0/4,22.9/170.0/22,89,15/31,927.4,20,39.0
2009,2014,12,竹子湖,11.3,21.0/10,4.5/17,237.7,8.7/30.0/1,21.8/10.0/9,82,51/31,952.0,17,80.9
2010,2014,12,淡水,15.6,25.5/3,8.5/30,96.0,7.9/10.0/4,16.2/20.0/4,73,42/29,1020.9,14,74.1
2011,2014,12,(原板橋),16.2,24.9/3,8.9/31,141.6,7.3/60.0/22,14.5/80.0/6,69,39/29,1021.5,15,49.3
2012,2014,12,新屋,15.9,24.0/7,9.0/31,65.9,15.1/40.0/9,23.9/50.0/9,73,44/29,1019.8,10,96.4
2013,2014,12,新竹,16.0,25.4/3,8.4/30,59.4,7.4/20.0/8,18.9/20.0/1,74,40/29,1018.3,11,106.8
2014,2014,12,臺中,17.1,26.9/24,8.7/18,30.0,5.8/10.0/4,12.9/20.0/16,71,35/31,1010.1,11,116.1
2015,2014,12,梧棲,16.2,24.5/1,10.2/17,28.0,15.0/360.0/1,26.7/360.0/1,74,48/17,1017.6,9,129.4
2016,2014,12,日月潭,14.2,26.3/1,8.1/17,53.0,5.8/150.0/26,7.7/160.0/26,84,46/7,906.2,11,99.5
2017,2014,12,嘉義,16.9,27.4/1,8.4/31,30.5,7.9/20.0/4,14.0/10.0/4,77,36/31,1016.7,11,111.6
2018,2014,12,阿里山,7.4,17.3/1,-2.0/30,172.9,4.7/140.0/23,11.8/340.0/2,79,22/30,766.2,14,98.6
2019,2014,12,玉山,0.9,10.1/31,-9.6/29,129.3,15.6/300.0/13,32.6/280.0/21,73,16/23,641.7,13,154.9
2020,2014,12,臺南,17.9,27.5/1,10.8/17,8.0,10.1/20.0/16,18.6/20.0/16,71,44/31,1016.8,3,126.4
2021,2014,12,高雄,20.2,28.6/1,13.6/22,13.5,6.1/10.0/4,14.3/340.0/4,68,44/17,1018.9,7,110.2
2022,2014,12,恆春,21.4,26.9/15,16.3/17,9.0,13.1/40.0/8,25.9/50.0/22,62,42/31,1016.8,6,117.6
2023,2014,12,宜蘭,16.0,25.4/3,9.7/30,146.3,8.9/330.0/20,14.5/340.0/20,77,42/29,1022.5,14,70.9
2024,2014,12,蘇澳,16.3,24.8/10,10.5/30,445.4,9.1/20.0/4,22.5/50.0/4,75,48/29,1020.0,20,63.6
2025,2014,12,花蓮,17.6,25.6/10,12.3/18,50.5,10.8/40.0/1,19.6/40.0/1,74,45/6,1020.0,13,44.3
2026,2014,12,成功,18.5,26.4/10,13.2/17,62.1,9.3/30.0/8,16.2/30.0/8,71,50/18,1016.5,15,26.4
2027,2014,12,臺東,19.0,26.0/8,13.4/17,18.8,6.3/40.0/4,15.8/40.0/4,69,45/31,1020.2,10,44.0
2028,2014,12,大武,20.2,26.1/1,14.8/31,29.1,8.2/30.0/1,16.9/60.0/8,66,47/7,1019.6,9,38.9
2029,2014,12,蘭嶼,17.7,22.9/10,13.4/17,177.7,22.4/10.0/1,32.0/20.0/1,81,54/30,981.8,22,24.7
2030,2014,12,馬祖,12.4,20.7/1,7.8/17,35.1,8.2/50.0/8,19.1/360.0/9,68,32/29,1014.2,7,134.8
2031,2014,12,金門,14.7,22.4/1,8.7/30,36.3,7.2/50.0/8,17.3/30.0/8,61,25/17,1020.7,7,121.8
2032,2014,12,澎湖,18.3,25.0/1,13.5/17,20.4,11.4/30.0/8,22.5/40.0/1,71,48/29,1019.6,9,108.1
2033,2014,12,東吉島,18.7,24.8/1,14.3/17,23.2,19.4/30.0/1,27.1/10.0/1,72,51/29,1014.7,8,102.3
2034,2015,1,彭佳嶼,17.8,25.4/22,9.7/17,159.0,18.3/340.0/10,25.1/330.0/10,75,44/17,1009.9,17,29.1
2035,2015,1,基隆,18.5,28.3/22,11.2/17,249.0,12.0/10.0/17,17.8/10.0/17,76,49/18,1018.7,24,18.0
2036,2015,1,臺北,18.9,30.5/22,11.3/17,75.7,8.1/60.0/19,15.0/50.0/19,79,53/17,1017.9,11,39.3
2037,2015,1,鞍部,12.3,23.7/22,2.5/17,245.7,14.3/350.0/10,23.9/340.0/10,97,57/21,926.8,26,21.1
2038,2015,1,竹子湖,14.2,25.6/22,4.8/17,189.0,9.3/20.0/15,18.6/10.0/4,88,60/22,951.4,25,52.3
2039,2015,1,淡水,18.5,30.2/22,9.8/18,79.0,6.7/150.0/9,32.1/30.0/17,75,44/22,1019.3,10,47.4
2040,2015,1,(原板橋),18.8,29.9/22,11.1/17,80.6,7.1/70.0/19,14.5/70.0/19,71,47/17,1019.9,12,31.5
2041,2015,1,新屋,18.4,26.2/5,10.6/17,87.3,15.2/40.0/19,23.3/40.0/19,77,52/17,1018.5,10,65.6
2042,2015,1,新竹,18.3,26.9/5,10.1/17,89.3,6.3/20.0/31,16.5/10.0/17,79,51/4,1017.2,9,97.2
2043,2015,1,臺中,19.6,29.4/24,11.1/17,52.9,5.9/10.0/10,14.0/350.0/10,73,48/19,1009.3,9,152.4
2044,2015,1,梧棲,18.6,27.3/23,10.5/17,57.4,14.4/350.0/28,25.8/20.0/17,78,48/17,1016.8,7,148.8
2045,2015,1,日月潭,16.5,25.9/23,9.2/17,33.5,5.4/290.0/10,7.3/290.0/10,82,44/20,906.3,4,136.1
2046,2015,1,嘉義,19.8,30.2/24,10.4/19,31.4,8.4/20.0/10,13.4/10.0/10,76,48/17,1015.9,5,161.2
2047,2015,1,阿里山,9.8,18.0/5,2.8/29,56.8,4.8/340.0/26,14.5/350.0/10,74,34/19,767.8,10,168.7
2048,2015,1,玉山,2.1,12.8/2,-5.0/12,104.5,22.6/230.0/10,33.4/240.0/10,69,15/29,645.1,9,178.0
2049,2015,1,臺南,20.5,30.1/24,12.1/18,13.5,9.1/10.0/16,15.8/10.0/16,75,50/18,1016.1,3,207.6
2050,2015,1,高雄,22.4,29.7/24,13.9/17,27.5,5.3/350.0/16,9.7/30.0/10,71,48/21,1018.1,3,195.7
2051,2015,1,恆春,23.6,31.0/23,16.8/18,2.5,12.7/50.0/4,25.5/50.0/31,71,50/18,1016.1,2,201.7
2052,2015,1,宜蘭,18.5,27.9/24,11.0/17,178.8,6.6/320.0/10,11.8/240.0/10,81,51/10,1020.8,21,39.3
2053,2015,1,蘇澳,18.8,27.2/22,11.6/17,240.5,8.4/10.0/15,20.4/60.0/6,81,54/17,1018.8,25,30.5
2054,2015,1,花蓮,20.4,27.1/2,13.5/18,103.0,9.6/40.0/3,18.0/60.0/3,79,51/17,1018.6,12,58.9
2055,2015,1,成功,21.1,27.8/21,14.5/17,86.4,9.8/30.0/31,16.9/50.0/31,75,50/18,1015.2,14,76.1
2056,2015,1,臺東,21.6,28.7/22,13.8/17,34.1,5.7/50.0/3,13.8/10.0/16,78,47/18,1018.9,8,120.3
2057,2015,1,大武,22.5,32.3/24,16.3/17,8.6,7.6/40.0/8,16.1/30.0/8,68,46/19,1018.3,6,109.0
2058,2015,1,蘭嶼,20.5,26.5/24,14.1/17,251.8,25.2/20.0/16,35.7/30.0/16,83,61/20,981.1,24,57.9
2059,2015,1,馬祖,13.9,22.1/2,6.2/18,158.1,7.3/60.0/31,17.1/20.0/18,83,51/17,1013.0,16,35.2
2060,2015,1,金門,16.6,24.8/1,8.1/18,184.9,7.4/60.0/17,16.2/30.0/31,70,38/17,1019.3,9,93.1
2061,2015,1,澎湖,19.9,27.1/23,13.6/17,59.5,11.2/10.0/17,25.0/10.0/17,75,51/17,1019.1,5,99.2
2062,2015,1,東吉島,20.6,26.7/23,14.4/17,39.5,20.8/30.0/17,27.6/30.0/17,77,56/4,1014.4,4,132.2
2063,2015,2,彭佳嶼,15.7,22.1/6,10.2/1,36.5,20.5/120.0/13,30.9/120.0/13,70,48/22,1011.0,9,77.7
2064,2015,2,基隆,16.1,22.9/6,9.1/23,132.2,10.4/10.0/30,16.0/360.0/30,72,48/24,1019.2,12,51.8
2065,2015,2,臺北,16.7,24.8/24,10.3/23,20.0,7.7/80.0/19,15.0/70.0/19,67,39/23,1018.7,6,95.7
2066,2015,2,鞍部,9.8,20.1/6,2.6/22,136.0,8.9/160.0/12,20.0/180.0/13,87,44/24,926.7,13,72.1
2067,2015,2,竹子湖,11.6,21.1/6,5.5/1,116.0,8.2/20.0/7,16.8/20.0/29,81,46/24,951.4,12,114.7
2068,2015,2,淡水,15.8,24.8/6,8.1/23,20.5,8.1/140.0/13,18.8/140.0/13,72,42/24,1020.2,6,124.9
2069,2015,2,(原板橋),16.3,24.5/24,8.5/24,24.7,7.0/70.0/19,15.1/80.0/19,67,36/23,1020.7,8,80.4
2070,2015,2,新屋,15.6,24.2/6,7.1/24,18.0,15.7/40.0/19,24.8/40.0/19,74,49/22,1019.1,3,148.0
2071,2015,2,新竹,16.0,24.5/6,9.1/24,22.7,7.2/50.0/19,18.3/40.0/19,71,30/24,1017.7,5,167.6
2072,2015,2,臺中,17.1,28.7/6,8.2/23,12.3,5.5/350.0/30,11.2/10.0/14,68,29/23,1009.9,6,203.5
2073,2015,2,梧棲,15.9,23.5/6,9.1/23,15.5,15.3/360.0/1,24.5/360.0/1,76,43/23,1017.3,4,197.3
2074,2015,2,日月潭,14.2,24.5/6,8.5/23,15.0,5.2/140.0/25,6.9/260.0/29,76,20/23,906.1,6,174.8
2075,2015,2,嘉義,16.8,28.6/5,8.0/23,6.0,6.8/10.0/14,11.2/360.0/22,75,37/22,1016.6,4,168.5
2076,2015,2,阿里山,6.7,15.6/5,-1.3/22,24.0,4.5/140.0/13,12.7/150.0/13,68,15/18,765.7,4,170.0
2077,2015,2,玉山,1.5,14.2/18,-12.3/22,15.3,17.1/230.0/13,26.6/320.0/29,54,14/17,641.2,4,259.4
2078,2015,2,臺南,17.8,27.8/5,10.6/2,13.5,9.5/20.0/14,15.6/30.0/14,70,33/22,1016.8,1,195.2
2079,2015,2,高雄,19.9,27.4/5,14.1/2,6.0,6.9/350.0/14,12.9/20.0/14,66,35/22,1019.0,2,199.8
2080,2015,2,恆春,20.8,27.9/6,17.2/2,34.5,12.9/50.0/12,28.2/30.0/12,62,46/2,1017.0,3,189.8
2081,2015,2,宜蘭,16.2,26.3/6,8.9/23,64.1,9.8/320.0/14,14.6/340.0/14,75,42/22,1021.8,12,79.9
2082,2015,2,蘇澳,16.5,25.8/6,9.8/23,334.4,9.8/160.0/24,19.0/30.0/1,74,42/22,1019.5,13,63.2
2083,2015,2,花蓮,17.8,25.8/6,12.9/24,24.5,9.6/40.0/30,16.8/60.0/30,72,45/22,1019.7,7,56.0
2084,2015,2,成功,18.3,26.4/6,13.8/16,55.7,8.9/30.0/28,16.3/40.0/19,70,49/9,1016.3,17,40.6
2085,2015,2,臺東,19.0,26.8/6,13.8/2,42.1,5.4/40.0/30,14.3/40.0/30,68,43/24,1020.1,9,74.6
2086,2015,2,大武,19.7,26.0/6,14.3/3,18.2,7.9/30.0/19,14.8/30.0/19,66,46/24,1019.6,7,76.3
2087,2015,2,蘭嶼,17.5,23.0/26,14.0/2,86.0,21.1/10.0/28,33.5/10.0/19,76,52/1,982.0,14,50.4
2088,2015,2,馬祖,11.3,19.1/21,6.9/31,45.2,8.8/10.0/13,20.0/10.0/12,77,43/19,1013.4,4,138.0
2089,2015,2,金門,13.9,22.6/6,8.5/2,32.5,7.8/70.0/1,18.8/60.0/12,65,26/22,1020.2,4,161.7
2090,2015,2,澎湖,17.3,23.4/5,13.2/23,24.8,10.5/40.0/19,22.6/30.0/19,73,30/22,1019.5,3,127.4
2091,2015,2,東吉島,17.8,23.9/6,14.4/1,20.7,19.0/30.0/1,25.4/30.0/8,72,44/23,1014.8,3,141.3
2092,2015,3,彭佳嶼,16.2,22.7/21,9.8/9,29.3,17.2/160.0/14,23.8/180.0/14,75,37/12,1008.8,10,58.1
2093,2015,3,基隆,16.5,26.2/21,10.0/13,187.4,11.0/20.0/8,16.1/360.0/8,78,40/12,1017.1,17,56.7
2094,2015,3,臺北,17.3,27.6/15,9.8/9,90.0,8.1/70.0/19,14.6/60.0/27,72,34/12,1016.8,11,78.9
2095,2015,3,鞍部,11.3,21.6/15,2.5/9,112.7,8.9/360.0/12,17.3/160.0/18,91,51/13,925.3,18,71.0
2096,2015,3,竹子湖,13.0,23.1/15,4.3/9,90.5,7.1/20.0/18,16.1/360.0/19,85,44/12,949.8,15,99.0
2097,2015,3,淡水,16.3,27.2/27,9.4/9,34.0,5.9/150.0/14,13.5/90.0/19,77,36/13,1018.1,8,91.5
2098,2015,3,(原板橋),17.0,26.8/15,9.9/9,95.5,6.5/70.0/19,14.2/50.0/19,72,32/12,1018.7,11,66.3
2099,2015,3,新屋,15.8,26.8/21,7.8/13,81.0,13.3/40.0/8,20.6/40.0/8,79,37/13,1017.5,8,89.9
2100,2015,3,新竹,16.2,26.3/21,9.2/13,47.2,5.5/50.0/8,14.0/70.0/8,78,31/13,1016.4,12,93.6
2101,2015,3,臺中,18.1,28.9/28,9.6/13,21.2,6.2/10.0/5,14.4/350.0/5,71,26/14,1008.8,4,160.3
2102,2015,3,梧棲,16.6,26.6/21,10.3/13,31.0,14.5/360.0/5,25.4/360.0/5,79,39/13,1016.2,4,146.0
2103,2015,3,日月潭,14.7,26.0/15,6.4/10,10.0,5.2/280.0/13,9.3/290.0/7,79,37/13,904.9,3,145.1
2104,2015,3,嘉義,18.1,28.3/26,9.3/10,30.1,7.3/360.0/5,12.7/350.0/5,77,35/13,1015.5,3,143.5
2105,2015,3,阿里山,6.6,16.8/27,-1.6/10,55.1,4.0/150.0/14,9.9/320.0/22,78,18/13,765.6,5,117.3
2106,2015,3,玉山,-1.9,11.6/2,-9.3/11,13.0,13.2/280.0/9,24.3/270.0/15,80,14/2,640.5,6,124.4
2107,2015,3,臺南,18.9,29.2/26,10.5/10,22.0,9.9/30.0/5,17.2/20.0/5,73,37/12,1015.8,3,186.6
2108,2015,3,高雄,20.8,29.4/26,12.3/10,38.0,6.7/310.0/5,12.4/340.0/12,69,37/14,1017.9,3,194.8
2109,2015,3,恆春,21.6,29.8/25,12.9/11,29.0,11.3/50.0/8,23.4/40.0/9,68,49/13,1016.0,2,178.9
2110,2015,3,宜蘭,17.1,27.2/26,9.2/9,56.9,9.6/320.0/12,17.2/320.0/12,80,33/12,1019.6,17,76.5
2111,2015,3,蘇澳,17.1,25.6/25,9.6/8,207.0,7.9/160.0/14,20.8/80.0/8,81,40/12,1017.3,21,71.4
2112,2015,3,花蓮,18.5,27.1/26,11.5/9,13.1,10.4/50.0/8,18.3/40.0/8,79,50/12,1017.7,12,69.2
2113,2015,3,成功,19.3,27.5/26,13.2/11,17.4,8.7/30.0/8,16.0/40.0/8,73,48/13,1014.5,11,55.1
2114,2015,3,臺東,20.1,27.5/26,13.0/10,27.4,5.2/40.0/8,14.9/40.0/8,72,46/13,1018.3,5,88.5
2115,2015,3,大武,20.5,28.2/26,12.1/10,14.1,7.3/30.0/8,15.1/40.0/8,71,49/13,1018.0,5,104.2
2116,2015,3,蘭嶼,18.6,25.8/26,12.7/9,85.7,20.9/10.0/8,31.8/10.0/5,80,58/2,981.1,16,72.6
2117,2015,3,馬祖,11.1,21.4/16,4.9/10,10.0,8.9/90.0/8,16.9/80.0/8,81,30/12,1011.2,11,81.0
2118,2015,3,金門,14.5,23.8/17,6.7/10,55.2,8.4/70.0/8,17.2/60.0/8,69,22/12,1018.4,5,113.6
2119,2015,3,澎湖,17.8,26.1/26,12.1/9,19.7,11.0/40.0/8,23.5/30.0/8,76,37/12,1018.3,2,123.2
2120,2015,3,東吉島,18.2,26.3/26,12.6/9,56.2,19.8/30.0/8,26.5/20.0/8,76,36/13,1013.9,2,141.7
2121,2015,4,彭佳嶼,17.2,26.7/31,10.6/1,118.8,15.4/60.0/24,22.1/10.0/1,83,56/22,1007.6,16,81.9
2122,2015,4,基隆,17.8,29.6/19,11.2/1,410.0,10.7/10.0/25,16.0/360.0/25,83,44/19,1016.0,18,74.7
2123,2015,4,臺北,18.9,31.7/31,11.4/11,182.0,7.2/80.0/23,14.5/70.0/24,80,47/18,1015.5,13,89.3
2124,2015,4,鞍部,13.5,25.5/20,5.3/1,305.7,11.5/150.0/25,24.5/140.0/25,92,47/18,924.8,14,83.7
